ID,Name,Nationality,Overall,Potential,Club
202035,N. Benezet,France,72,73,En Avant de Guingamp
202547,J. Bahebeck,France,72,75,FC Utrecht
152883,C. Marshall,United States,72,72,Seattle Sounders FC
189235,J. Hegeler,Germany,72,72,Bristol City
146996,Rubén,Spain,72,72,RC Deportivo de La Coruña
159284,R. Palladino,Italy,72,72,Genoa
230452,Alessinito,Brazil,72,72,Grêmio Foot-Ball Porto Alegrense
190516,Y. El Ghanassy,Belgium,72,72,FC Nantes
193844,Portillo,Spain,72,73,Getafe CF
224309,Joan Jordán,Spain,72,77,SD Eibar
179509,T. Phibel,France,72,72,FC Anzhi Makhachkala
160054,E. Cubildas,Chile,72,72,Audax Italiano
231478,L. Martínez,Argentina,72,88,Racing Club de Avellaneda
223543,Jonathan Cafú,Brazil,72,73,Girondins de Bordeaux
160055,R. Latorres,Chile,72,72,Club de Deportes Temuco
227127,Álex Remiro,Spain,72,82,SD Huesca
171831,M. Mancienne,England,72,72,Nottingham Forest
226616,J. Galván,Argentina,72,78,Colon de Santa Fe
201529,M. Capuano,Italy,72,76,Cagliari
206649,A. Henríquez,Colombia,72,72,Atletico Nacional Medellin
211513,T. Lawrence,Wales,72,78,Derby County
158777,P. Tschauner,Germany,72,72,Hannover 96
187705,E. Hernández,Mexico,72,72,Guadalajara
193081,M. Saunier,France,72,73,Granada CF
191547,S. Koroki,Japan,72,72,Urawa Red Diamonds
199228,Pires,Portugal,72,72,Portimonense SC
139836,C. Medjani,Algeria,72,72,Medicana Sivasspor
211260,M. Makola,South Africa,72,72,Orlando Pirates
175932,R. De Laet,Belgium,72,72,Aston Villa
203581,Balliu,Spain,72,77,FC Metz
216381,J. Zimmer,Germany,72,76,Fortuna Düsseldorf
223293,Afonso Figueiredo,Portugal,72,76,Stade Rennais FC
160061,N. Aguileda,Chile,72,72,San Luis de Quillota
226877,Ivo Rodrigues,Portugal,72,78,Royal Antwerp FC
230461,Leordinho Paes,Brazil,72,72,Grêmio Foot-Ball Porto Alegrense
215358,M. Meli,Argentina,72,76,Racing Club de Avellaneda
226110,N. Pépé,Ivory Coast,72,80,LOSC Lille
215615,Maikel Mesa,Spain,72,74,Gimnàstic de Tarragona
160063,A. Perosas,Chile,72,72,Deportes Iquique
186687,G. Kačar,Serbia,72,72,FC Augsburg
208960,H. Henao,Colombia,72,72,CD Once Caldas Manizales
234816,N. Gorosito,Argentina,72,73,Getafe CF
188992,M. Estigarribia,Paraguay,72,72,Colon de Santa Fe
209473,N. Ghilas,Algeria,72,72,Göztepe
149825,D. Murphy,Republic of Ireland,72,72,Nottingham Forest
231745,L. Dimata,Belgium,72,84,VfL Wolfsburg
202050,T. Bruns,Netherlands,72,75,Vitesse
205122,Adriano Facchini,Brazil,72,72,CD Aves
209218,J. Al Hussien,Syria,72,72,Al Taawoun
211522,A. Callens,Peru,72,78,New York City Football Club
226626,Ricardo Valente,Portugal,72,73,CS Marítimo
226627,T. Minamino,Japan,72,79,FC Red Bull Salzburg
230211,Vanderlei Cõembra,Brazil,72,72,Sociedade Esportiva Palmeiras
193091,B. Nuytinck,Netherlands,72,73,Udinese
201285,C. Gytkjær,Denmark,72,73,Lech Poznań
199238,Yun Young Sun,Korea Republic,72,72,Sangju Sangmu FC
213063,Róber,Spain,72,81,Levante UD
155463,V. Găman,Romania,72,72,Kardemir Karabükspor
160071,M. Arguinarena,Chile,72,72,Unión Española
165191,C. Jerome,England,72,72,Norwich City
182343,Hao Junmin,China PR,72,72,
223816,J. Rodríguez,Uruguay,72,79,Santos Laguna
226376,A. Romero Gamarra,Argentina,72,82,Club Atlético Huracán
213321,T. Jurić,Australia,72,75,FC Luzern
239433,N. Maksimović,Serbia,72,82,Valencia CF
45129,D. Cacia,Italy,72,72,Cesena
201290,R. Žulj,Austria,72,75,TSG 1899 Hoffenheim
209738,A. Cadavid,Colombia,72,72,CD Los Millionarios Bogota
223818,João Afonso,Portugal,72,73,Córdoba CF
162890,J. Spector,United States,72,72,Orlando City Soccer Club
231242,A. Ounas,Algeria,72,82,Napoli
170570,S. Ireland,Republic of Ireland,72,72,Stoke City
230219,Estevão Candeira,Brazil,72,72,Associação Atlética Ponte Preta
153164,A. Faurlín,Argentina,72,72,Cruz Azul
158540,C. Campestrini,Argentina,72,72,Chacarita Juniors
186444,H. Harbaoui,Tunisia,72,72,RSC Anderlecht
139597,Javi Guerra,Spain,72,72,Rayo Vallecano
223053,A. Mena,Ecuador,72,72,Cruz Azul
226637,Rubén Duarte,Spain,72,78,Deportivo Alavés
176717,P. Karlsson,Sweden,72,72,AIK Solna
230478,Jairinhazo,Brazil,72,72,Grêmio Foot-Ball Porto Alegrense
198479,P. Arajuuri,Finland,72,72,Brøndby IF
199247,Álex Fernández,Spain,72,77,Cádiz C.F.
224591,Y. Bodiger,France,72,79,Toulouse FC
230479,Jessé Ledeiro,Brazil,72,72,Fluminense Football Club
189775,Gonçalo,Portugal,72,72,CD Aves
191055,Dídac Vilà,Spain,72,72,RCD Espanyol
199504,T. Xhaka,Albania,72,74,FC Basel
210000,M. Gajos,Poland,72,75,Lech Poznań
155984,Markel Bergara,Spain,72,72,Getafe CF
236112,Douglas Armeira,Brazil,72,72,Coritiba Foot Ball Club
160081,J. Rozalas,Chile,72,72,CD Universidad de Concepción
226385,C. Espinoza,Argentina,72,82,Boca Juniors
184401,Paulo Henrique,Brazil,72,72,Akhisar Belediyespor
234578,L. Reyes,Mexico,72,75,Club Atlas
172882,P. Kone,Greece,72,72,AEK Athens
214355,R. Jérez,Guatemala,72,72,Asociacion Deportivo Cali
234835,Domingos Duarte,Portugal,72,80,Grupo Desportivo de Chaves
176211,M. Robak,Poland,72,72,Śląsk Wrocław
203604,D. Pavelka,Czech Republic,72,75,Kasimpaşa SK
160084,I. Bosquedo,Chile,72,72,Unión Española
230484,Adrián Burnabão,Brazil,72,72,Santos Futebol Clube
202069,J. Fernández,Argentina,72,72,Rosario Central
142677,L. Desábato,Argentina,72,72,Estudiantes de La Plata
160085,D. Dueña,Chile,72,72,CD Universidad de Concepción
204886,P. Gouano,France,72,81,Amiens SC Football
225878,C. Domínguez,Paraguay,72,79,Club América
163670,B. Safari,Sweden,72,72,Malmö FF
199511,W. Lautoa,New Caledonia,72,72,Dijon FCO
215383,A. Ndour,Senegal,72,76,RC Strasbourg
215639,Kenedy,Brazil,72,81,Chelsea
183895,M. Moralez,Argentina,72,72,New York City Football Club
216408,L. Spalvis,Lithuania,72,81,1. FC Kaiserslautern
224600,G. Čaušić,Serbia,72,77,Arsenal Tula
184664,A. Collin,France,72,72,New York Red Bulls
213337,Ismael,Brazil,72,79,Terek Grozny
222041,L. Boyé,Argentina,72,82,Torino
222553,S. Griesbeck,Germany,72,73,1. FC Heidenheim
160089,B. Cespeda,Chile,72,72,Everton de Viña del Mar
202330,A. Diaby,Mali,72,73,Club Brugge KV
142938,G. Denis,Argentina,72,72,Club Atlético Lanús
205659,A. Cragno,Italy,72,82,Cagliari
146011,I. Uche,Nigeria,72,72,Gimnàstic de Tarragona
176475,R. Ovelar,Paraguay,72,72,CPD Junior Barranquilla
209756,L. Jiménez,Colombia,72,73,Club Atlas
212060,Luciano,Brazil,72,77,Panathinaikos FC
223324,N. Çürüksu,Turkey,72,72,Osmanlıspor
105308,J. Gillet,Belgium,72,72,Standard de Liège
183644,A. Grünwald,Austria,72,72,FK Austria Wien
193884,S. Clucas,England,72,74,Swansea City
199517,Claiton,Brazil,72,72,Cremonese
156253,J. Lewis,England,72,72,Aberdeen
228702,F. de Jong,Netherlands,72,82,Ajax
183391,G. Ndy Assembe,Cameroon,72,72,AS Nancy Lorraine
209504,B. Hrgota,Sweden,72,78,Eintracht Frankfurt
220513,F. Ricci,Italy,72,80,Genoa
225121,Castro,Spain,72,78,Real Sporting de Gijón
205410,G. Espinoza,Chile,72,73,Kayserispor
160098,R. Labral,Chile,72,72,CD Antofagasta
203619,Nuno Henrique,Portugal,72,72,Boavista FC
203875,J. Mattheij,Netherlands,72,75,Excelsior
186979,I. Jiménez,Mexico,72,72,Tigres U.A.N.L.
211556,Carlos Hernández,Spain,72,75,Real Oviedo
160100,A. Pandaña,Chile,72,72,Universidad de Chile
167524,J. Torres Nilo,Mexico,72,72,Tigres U.A.N.L.
199781,R. Métanire,France,72,73,Stade de Reims
210533,João Schmidt,Brazil,72,78,Atalanta
211557,F. Barba,Italy,72,79,Real Sporting de Gijón
214373,A. Silva,Paraguay,72,72,
199526,B. Megyeri,Hungary,72,74,SpVgg Greuther Fürth
203622,E. Gorodov,Russia,72,72,Terek Grozny
177766,G. Bong,Cameroon,72,72,Brighton & Hove Albion
52326,E. Jakupović,Switzerland,72,72,Leicester City
184422,L. Ardente,Argentina,72,72,San Martín de San Juan
139368,J. Shackell,England,72,72,Derby County
214376,D. Andrade,Colombia,72,75,Asociacion Deportivo Cali
172904,L. Tomlin,England,72,72,Cardiff City
201066,D. Kaiser,Germany,72,72,RB Leipzig
160106,I. Parraz,Chile,72,72,Universidad de Chile
227690,D. Stotskiy,Russia,72,73,FC Ufa
223339,Zé Manuel,Portugal,72,72,Wisła Kraków
192363,M. Fenger,Denmark,72,74,Hammarby IF
179820,L. Robles,United States,72,72,New York Red Bulls
178029,O. Hurmacı,Turkey,72,72,Osmanlıspor
200302,G. Shinnie,Scotland,72,74,Aberdeen
164462,N. Onuoha,England,72,72,Queens Park Rangers
188270,B. Ecuélé Manga,Gabon,72,72,Cardiff City
188782,M. Morrison,England,72,72,Birmingham City
146288,Vitolo,Spain,72,72,CD Tenerife
214384,F. Aguilar,Colombia,72,81,Atletico Nacional Medellin
203633,M. Bruno,Belgium,72,76,RSC Anderlecht
215665,Filipe Ferreira,Portugal,72,73,FC Paços de Ferreira
230257,Clayton Fildeiras,Brazil,72,72,Sociedade Esportiva Palmeiras
168561,E. Soto,Colombia,72,72,CD Once Caldas Manizales
170353,Y. Kermorgant,France,72,72,Reading
179569,R. Majewski,Poland,72,72,Lech Poznań
189553,Lillo,Spain,72,72,CA Osasuna
191089,C. Wickham,England,72,76,Crystal Palace
200818,Bruno Uvini,Brazil,72,73,Al Nassr
220018,A. Rebić,Croatia,72,77,Eintracht Frankfurt
182130,K. Németh,Hungary,72,72,New England Revolution
225139,K. Dolly,South Africa,72,76,Montpellier Hérault SC
163187,R. Lamah,Belgium,72,72,FC Dallas
230259,Juliano Mascarinhas,Brazil,72,72,Botafogo de Futebol e Regatas
190579,Y. Andreu,France,72,72,Angers SCO
211060,Elsinho,Brazil,72,72,Kawasaki Frontale
230516,Paulao Junqueiras,Brazil,72,72,Santos Futebol Clube
229237,M. Akanji,Switzerland,72,83,FC Basel
204406,G. Achilier,Ecuador,72,72,Monarcas Morelia
205686,T. Savanier,France,72,75,Nîmes Olympique
142454,Verza,Spain,72,72,UD Almería
226166,N. Mukiele,France,72,83,Montpellier Hérault SC
183414,D. Di Gennaro,Italy,72,72,Lazio
193910,A. Forshaw,England,72,74,Middlesbrough
215159,W. Camacho,Uruguay,72,72,Rosario Central
156535,T. Buffel,Belgium,72,72,KRC Genk
164471,Xisco,Spain,72,72,CA Osasuna
193143,Roderick Miranda,Portugal,72,75,Wolverhampton Wanderers
214136,F. Meza,Colombia,72,76,Tigres U.A.N.L.
224376,Philipe Sampaio,Brazil,72,79,Terek Grozny
229496,Marco Baixinho,Portugal,72,73,FC Paços de Ferreira
214393,D. Banguero,Colombia,72,73,Deportes Tolima
228729,B. Valdez,Paraguay,72,77,Club América
230521,Nilsito Vilela,Brazil,72,72,Cruzeiro
199290,A. Khubulov,Russia,72,73,FC Anzhi Makhachkala
106874,D. Brivio,Italy,72,72,Virtus Entella
202107,A. Morales,United States,72,73,FC Ingolstadt 04
208251,S. Longo,Italy,72,76,CD Tenerife
218747,C. Pinares,Chile,72,73,
222331,L. Klostermann,Germany,72,84,RB Leipzig
160123,B. Dunavante,Chile,72,72,Audax Italiano
173179,Torrejón,Spain,72,72,1. FC Union Berlin
221564,N. Leiva,Spain,72,81,Real Betis Balompié
221820,Zhang Xizhe,China PR,72,74,
230525,João Bruiñeira,Brazil,72,72,São Paulo Futebol Clube
177533,Manuel da Costa,Morocco,72,72,İstanbul Başakşehir FK
224126,Crislan,Brazil,72,76,Vegalta Sendai
234622,G. Fofana,France,72,78,Amiens SC Football
211327,M. Goicoechea,Uruguay,72,72,Toulouse FC
222079,J. Onomah,England,72,86,Aston Villa
177279,R. Jenssen,Norway,72,72,FC Groningen
221312,A. Pérez,Colombia,72,79,Querétaro
181120,Chong Te Se,Korea DPR,72,72,Shimizu S-Pulse
200065,A. Nukan,Turkey,72,79,Beşiktaş JK
202113,M. Odubajo,England,72,79,Hull City
221313,E. Arango,Colombia,72,78,Alianza Petrolera
160129,R. Casirón,Chile,72,72,Club de Deportes Temuco
177537,N. Bertolo,Argentina,72,72,Banfield
190593,D. Aleksić,Serbia,72,74,FC St. Gallen
228738,J. Murillo,Venezuela,72,81,Kasimpaşa SK
223875,Y. Bammou,Morocco,72,75,FC Nantes
160131,F. Lecarnado,Chile,72,72,CD Palestino
208260,D. Kourmpelis,Greece,72,77,Panathinaikos FC
190852,C. McManaman,England,72,73,Sunderland
3974,Moreira,Portugal,72,72,Estoril Praia
230278,Carleto Costinha,Brazil,72,72,Clube Atlético Paranaense
188038,O. Čelůstka,Czech Republic,72,72,Antalyaspor
135303,Rodolfo,Brazil,72,72,Terek Grozny
158088,P. Álvarez,Argentina,72,72,Club Atlético Huracán
179592,G. Boyd,Scotland,72,72,Sheffield Wednesday
200073,M. Kosanović,Serbia,72,74,Göztepe
163209,S. Naismith,Scotland,72,72,Norwich City
230281,Mauro Riboas,Brazil,72,72,Sociedade Esportiva Palmeiras
199563,B. Balaj,Albania,72,75,Terek Grozny
210315,De Tomás,Spain,72,78,Rayo Vallecano
191627,M. Rits,Belgium,72,77,KV Mechelen
208268,B. Cristante,Italy,72,82,Atalanta
167308,M. Kadlec,Czech Republic,72,72,Sparta Praha
194956,Edgar Costa,Portugal,72,72,CS Marítimo
229261,D. Zakaria,Switzerland,72,86,Borussia Mönchengladbach
214158,Y. Gordillo,Colombia,72,78,Independiente Santa Fe
224655,Rafael Defendi,Brazil,72,72,FC Paços de Ferreira
178319,W. Brama,Netherlands,72,72,Central Coast Mariners
211088,P. Mogilevets,Russia,72,78,FC Rostov
225680,A. Mina,Ecuador,72,74,Evkur Yeni Malatyaspor
198033,Alex,Portugal,72,73,Salernitana
219793,T. Didillon,France,72,82,FC Metz
230289,Santi da Bruma,Brazil,72,72,Sport Club do Recife
199570,J. Sánchez,Mexico,72,72,Guadalajara
212626,D. Selke,Germany,72,82,Hertha BSC Berlin
215698,M. Maignan,France,72,80,LOSC Lille
41874,B. Pedretti,France,72,72,AS Nancy Lorraine
183442,J. Henry,England,72,72,Oxford United
230291,Thiago Alminxa,Brazil,72,72,Sport Club do Recife
190356,Guedes,Portugal,72,72,Rio Ave FC
193172,B. Marshall,England,72,75,Wolverhampton Wanderers
201877,M. Møller Dæhli,Norway,72,77,FC St. Pauli
214933,D. Rodríguez,Argentina,72,74,Rosario Central
193429,Douglas,Brazil,72,72,SL Benfica
208790,Z. Bakkali,Belgium,72,79,RC Deportivo de La Coruña
229526,M. Malyshev,Ukraine,72,78,Shakhtar Donetsk
229782,M. Gajić,Serbia,72,78,Girondins de Bordeaux
190614,D. Álvarez,Colombia,72,72,La Equidad
193686,V. Regini,Italy,72,73,Sampdoria
199575,Jordi Masip,Spain,72,74,Real Valladolid
205207,C. Ramírez,Ecuador,72,80,FC Krasnodar
170903,L. N'Guemo,Cameroon,72,72,Kayserispor
186519,Juan Cala,Spain,72,74,Getafe CF
230296,Cristian Lodeira,Brazil,72,72,Cruzeiro
172696,M. Ardemagni,Italy,72,72,Avellino
198553,C. Gamboa,Costa Rica,72,72,Celtic
202905,C. Nyman,Sweden,72,76,Eintracht Braunschweig
172953,A. Mariappa,Jamaica,72,72,Watford
189849,M. El Kabir,Morocco,72,72,Antalyaspor
193177,A. Traoré,Ivory Coast,72,72,Göztepe
137114,M. Ciani,France,72,72,LA Galaxy
205210,O. Lewicki,Sweden,72,75,Malmö FF
160154,J. Darenova,Chile,72,72,CD Universidad de Concepción
230042,Y. Ait Bennasser,Morocco,72,82,SM Caen
230298,Walter Silvieiro,Brazil,72,72,Santos Futebol Clube
184218,L. Vibe,Denmark,72,72,Brentford
193690,Z. Tomašević,Montenegro,72,72,KV Oostende
211099,O. Nguette,Senegal,72,78,FC Metz
227227,D. Álvarez,Mexico,72,77,Necaxa
220061,N. Gyömbér,Slovakia,72,75,Bari
179613,B. Sako,Mali,72,72,Crystal Palace
193693,Cauê,Brazil,72,72,Omiya Ardija
198046,D. Dąbrowski,Poland,72,76,Cracovia
200094,M. Ozdoev,Russia,72,79,Rubin Kazan
206238,Iván López,Spain,72,79,Levante UD
221342,Pablo Maffeo,Spain,72,85,Girona CF
225182,J. Barrera,Colombia,72,82,CPD Junior Barranquilla
160158,M. Rocental,Chile,72,72,Colo-Colo
227230,Eber Bessa,Brazil,72,75,CS Marítimo
230302,Josué da Feira,Brazil,72,72,Santos Futebol Clube
183454,E. Pisano,Italy,72,72,Bristol City
193182,W. Foderingham,England,72,77,Rangers
215455,B. Petković,Croatia,72,80,Bologna
152991,D. Marney,England,72,72,Burnley
199840,Marco Matias,Portugal,72,72,Sheffield Wednesday
189600,J. Hušbauer,Czech Republic,72,73,
164769,S. Fletcher,Scotland,72,72,Sheffield Wednesday
192673,M. Diallo,Senegal,72,72,En Avant de Guingamp
212130,M. Maloča,Croatia,72,72,SpVgg Greuther Fürth
160162,F. Barridos,Chile,72,72,CD Antofagasta
163490,M. Canini,Italy,72,72,Cremonese
177571,T. Derijck,Belgium,72,72,SV Zulte-Waregem
137380,M. Cassani,Italy,72,72,Bari
140196,Y. Endo,Japan,72,72,Gamba Osaka
142756,P. Toranzo,Argentina,72,72,Club Atlético Huracán
221860,C. Gruezo,Ecuador,72,79,FC Dallas
230564,M. Gaćinović,Serbia,72,79,Eintracht Frankfurt
202149,E. Kaçe,Albania,72,75,PAOK Thessaloniki
214949,H. Manzala,DR Congo,72,80,Amiens SC Football
224933,K. Lasagna,Italy,72,76,Udinese
209063,S. Holmén,Sweden,72,75,Dinamo Moscow
183975,J. Kana-Biyik,Cameroon,72,72,Kayserispor
194727,D. Contento,Germany,72,73,Girondins de Bordeaux
182440,R. Kruse,Australia,72,72,VfL Bochum
200105,J. Kappelhof,Netherlands,72,74,Chicago Fire Soccer Club
199594,Paco Montañés,Spain,72,72,CD Tenerife
142762,J. Bottinelli,Argentina,72,72,Unión de Santa Fe
210602,S. Al Dawsari,Saudi Arabia,72,72,Al Hilal
183722,Vagner,Brazil,72,72,Boavista FC
193706,D. Dumić,Bosnia Herzegovina,72,75,FC Utrecht
209323,Maurides,Brazil,72,78,CF Os Belenenses
169387,E. Cascione,Italy,72,72,Cesena
184747,C. Martin,Scotland,72,72,Derby County
207788,S. Ben Youssef,Tunisia,72,73,Kasimpaşa SK
222124,H. Fredes,Argentina,72,72,Defensa y Justicia
234924,A. Diakhaby,France,72,82,AS Monaco
201389,C. Biraghi,Italy,72,77,Fiorentina
202413,Hernán,Spain,72,73,UD Las Palmas
205998,A. Biyogo Poko,Gabon,72,76,Kardemir Karabükspor
111022,David Navarro,Spain,72,72,AD Alcorcón
217007,M. Thiam,Senegal,72,76,Juventus
209329,Dória,Brazil,72,78,Olympique de Marseille
213937,Aketxe,Spain,72,78,Athletic Club de Bilbao
225713,J. Augustin,France,72,80,RB Leipzig
164529,D. Moor,United States,72,72,Toronto FC
234930,Pedro Rebocho,Portugal,72,80,En Avant de Guingamp
210868,José Mari,Spain,72,72,Cádiz C.F.
183220,J. Morávek,Czech Republic,72,73,FC Augsburg
201141,T. Burlak,Russia,72,74,Rubin Kazan
207797,Y. Banana,Cameroon,72,76,
208309,I. Cissé,Belgium,72,78,Fulham
212405,Alberto Martín,Spain,72,73,Granada CF
214965,C. Riaño,Argentina,72,72,Necaxa
226229,T. Kehrer,Germany,72,84,FC Schalke 04
203446,A. Kali,Morocco,72,74,FC Utrecht
206006,E. Alioski,FYR Macedonia,72,74,Leeds United
208054,L. Fernández,Argentina,72,75,Independiente
209846,C. Günter,Germany,72,75,SC Freiburg
222390,Unai López,Spain,72,82,Rayo Vallecano
184502,J. Cétout,France,72,72,AS Nancy Lorraine
210872,Wanderson,Brazil,72,80,FC Krasnodar
212408,F. Mendy,Guinea Bissau,72,72,Jeju United FC
201145,M. Le Bihan,France,72,72,OGC Nice
232377,T. Sekine,Japan,72,79,FC Ingolstadt 04
179897,R. Sigurðsson,Iceland,72,72,Rubin Kazan
180409,C. Gülselam,Turkey,72,72,Kardemir Karabükspor
224186,J. de Wijs,Netherlands,72,77,Excelsior
226747,B. Perlaza,Colombia,72,75,Independiente Santa Fe
192955,M. Klich,Poland,72,73,Leeds United
193211,A. Ignjovski,Serbia,72,74,SC Freiburg
191164,F. Martínez,Ecuador,72,73,Club Atlas
193468,L. Benito,Switzerland,72,76,BSC Young Boys
201917,Y. Sylla,Mali,72,76,Panathinaikos FC
163261,P. Bardsley,Scotland,72,72,Burnley
230333,Jonas Damasto,Brazil,72,72,Grêmio Foot-Ball Porto Alegrense
202686,N. Wells,Bermuda,72,73,Burnley
140222,P. Da Silva,Paraguay,72,72,
214718,M. Rodríguez,Chile,72,79,Cruz Azul
198335,B. Oviedo,Costa Rica,72,72,Sunderland
214463,W. Morelo,Colombia,72,72,Independiente Santa Fe
214208,L. Pico,Colombia,72,78,CPD Junior Barranquilla
222400,H. Winks,England,72,84,Tottenham Hotspur
213697,P. McNair,Northern Ireland,72,81,Sunderland
221121,D. Rodríguez,Colombia,72,81,Independiente Santa Fe
159937,M. Fierro,Chile,72,72,Curicó Unido
204738,R. Ibarra,Ecuador,72,73,Club América
221634,L. Acosta,Argentina,72,75,D.C. United
183746,A. Vršajevič,Bosnia Herzegovina,72,72,Osmanlıspor
190658,O. Coulibaly,Mali,72,72,Panathinaikos FC
216003,B. Kapustka,Poland,72,83,SC Freiburg
160195,M. Lobaño,Chile,72,72,Deportes Iquique
190659,H. Bazile,France,72,72,SM Caen
195011,R. Utsiev,Russia,72,72,Terek Grozny
230341,Joshuando Sá,Brazil,72,72,Associação Chapecoense de Futebol
156358,M. Muñoz,Mexico,72,72,Puebla
184518,O. Şişmanoğlu,Turkey,72,72,Göztepe
193222,F. Giefer,Germany,72,74,FC Augsburg
214727,A. Zaldívar,Mexico,72,77,Guadalajara
219591,S. Šimić,Czech Republic,72,80,Crotone
159943,A. Escavar,Chile,72,72,CD O'Higgins
228295,R. Holding,England,72,85,Arsenal
236999,D. Guzman,Costa Rica,72,73,Portland Timbers
176583,L. Álvarez,Uruguay,72,72,Lobos de la BUAP
188871,L. Kozák,Czech Republic,72,72,Bari
219848,David Costas,Spain,72,77,FC Barcelona B
221896,D. Avdijaj,Kosovo,72,80,FC Schalke 04
230344,Jeff Meirson,Brazil,72,72,Fluminense Football Club
205257,N. Sliti,Tunisia,72,74,Dijon FCO
160201,B. Caderado,Chile,72,72,Colo-Colo
229321,Amilton,Brazil,72,72,CD Aves
204234,Edgar Badía,Spain,72,78,CF Reus Deportiu
206538,K. Stewart,England,72,78,Hull City
142794,F. Erpen,Argentina,72,72,Club Atlas
217546,Sequeira,Portugal,72,72,SC Braga
224202,I. Chochev,Bulgaria,72,78,Palermo
190666,M. Gulde,Germany,72,74,SC Freiburg
193226,B. Jeannot,France,72,76,Dijon FCO
222411,J. Prior,France,72,80,Girondins de Bordeaux
227787,Kim Jong Woo,Korea Republic,72,76,Suwon Samsung Bluewings
187339,J. Hamad,Sweden,72,73,Hammarby IF
